HMDB	Formula	Mass	InchiKey	Inchi	SMILES	HMDB Name
HMDB01423	C21H36N7O16P3S	767.1152084	RGJOEKWQDUBAIZ-DRCCLKDXSA-N	1S/C21H36N7O16P3S/c1-21(2,16(31)19(32)24-4-3-12(29)23-5-6-48)8-41-47(38,39)44-46(36,37)40-7-11-15(43-45(33,34)35)14(30)20(42-11)28-10-27-13-17(22)25-9-26-18(13)28/h9-11,14-16,20,30-31,48H,3-8H2,1-2H3,(H,23,29)(H,24,32)(H,36,37)(H,38,39)(H2,22,25,26)(H2,33,34,35)/t11-,14-,15-,16?,20-/m1/s1	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCS	Coenzyme A
HMDB01051	C3H6O3	90.03169406	MNQZXJOMYWMBOU-UHFFFAOYSA-N	1S/C3H6O3/c4-1-3(6)2-5/h1,3,5-6H,2H2	OCC(O)C=O	Glyceraldehyde
HMDB00187	C3H7NO3	105.0425931	MTCFGRXMJLQNBG-REOHCLBHSA-N	1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1	N[C@@H](CO)C(O)=O	L-Serine
HMDB00310	C5H8O3	116.0473441	WRQNANDWMGAFTP-UHFFFAOYSA-N	1S/C5H8O3/c1-4(6)3-5(7)8-2/h3H2,1-2H3	COC(=O)CC(C)=O	Methylacetoacetic acid
HMDB12275	C8H11N	121.0891494	BHHGXPLMPWCGHP-UHFFFAOYSA-N	1S/C8H11N/c9-7-6-8-4-2-1-3-5-8/h1-5H,6-7,9H2	NCCC1=CC=CC=C1	Phenylethylamine
HMDB00070	C6H11NO2	129.0789786	HXEACLLIILLPRG-UHFFFAOYSA-N	1S/C6H11NO2/c8-6(9)5-3-1-2-4-7-5/h5,7H,1-4H2,(H,8,9)	OC(=O)C1CCCCN1	Pipecolic acid
HMDB00576	C5H8O4	132.0422587	HGINADPHJQTSKN-UHFFFAOYSA-N	1S/C5H8O4/c1-2-9-5(8)3-4(6)7/h2-3H2,1H3,(H,6,7)	CCOC(=O)CC(O)=O	Monoethyl malonic acid
HMDB01895	C7H6O3	138.0316941	YGSDEFSMJLZEOE-UHFFFAOYSA-N	1S/C7H6O3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H,(H,9,10)	OC(=O)C1=CC=CC=C1O	Salicylic acid
HMDB01161	C7H16NO2	146.1181038	JHPNVNIEXXLNTR-UHFFFAOYSA-O	1S/C7H15NO2/c1-8(2,3)6-4-5-7(9)10/h4-6H2,1-3H3/p+1	C[N+](C)(C)CCCC(O)=O	4-Trimethylammoniobutanoic acid
HMDB01851	C5H12O5	152.0684735	HEBKCHPVOIAQTA-IMJSIDKUSA-N	1S/C5H12O5/c6-1-3(8)5(10)4(9)2-7/h3-10H,1-2H2/t3-,4-/m0/s1	OC[C@H](O)C(O)[C@@H](O)CO	L-Arabitol
HMDB01010	C10H13N2	161.1078734	GTQXYYYOJZZJHL-UHFFFAOYSA-N	1S/C10H13N2/c1-12-7-3-5-10(12)9-4-2-6-11-8-9/h2,4,6-8,10H,3,5H2,1H3/q+1	C[N+]1=CCCC1C1=CC=CN=C1	Nicotine imine
HMDB02757	C3H7NO5S	169.004493	XVOYSCVBGLVSOL-UHFFFAOYSA-N	1S/C3H7NO5S/c4-2(3(5)6)1-10(7,8)9/h2H,1,4H2,(H,5,6)(H,7,8,9)	NC(CS(O)(=O)=O)C(O)=O	Cysteic acid
HMDB04370	C11H14N2	174.1156985	NCIKQJBVUNUXLW-UHFFFAOYSA-N	1S/C11H14N2/c1-12-7-6-9-8-13-11-5-3-2-4-10(9)11/h2-5,8,12-13H,6-7H2,1H3	CNCCC1=CNC2=CC=CC=C12	N-Methyltryptamine
HMDB00211	C6H12O6	180.0633881	CDAISMWEOUEBRE-GPIVLXJGSA-N	1S/C6H12O6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-12H/t1-,2-,3-,4+,5-,6-	O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O	Myoinositol
HMDB01565	C5H15NO4P	184.0738695	YHHSONZFOIEMCP-UHFFFAOYSA-O	1S/C5H14NO4P/c1-6(2,3)4-5-10-11(7,8)9/h4-5H2,1-3H3,(H-,7,8,9)/p+1	C[N+](C)(C)CCOP(O)(O)=O	Phosphorylcholine
HMDB01847	C8H10N4O2	194.0803756	RYYVLZVUVIJVGH-UHFFFAOYSA-N	1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3	CN1C=NC2=C1C(=O)N(C)C(=O)N2C	Caffeine
HMDB01434	C10H13NO4	211.0844579	PFDUUKDQEHURQC-UHFFFAOYSA-N	1S/C10H13NO4/c1-15-9-5-6(2-3-8(9)12)4-7(11)10(13)14/h2-3,5,7,12H,4,11H2,1H3,(H,13,14)	COC1=CC(CC(N)C(O)=O)=CC=C1O	3-Methoxytyrosine
HMDB00192	C6H12N2O4S2	240.0238483	LEVWYRKDKASIDU-IMJSIDKUSA-N	1S/C6H12N2O4S2/c7-3(5(9)10)1-13-14-2-4(8)6(11)12/h3-4H,1-2,7-8H2,(H,9,10)(H,11,12)/t3-,4-/m0/s1	N[C@@H](CSSC[C@H](N)C(O)=O)C(O)=O	L-Cystine
HMDB01401	C6H13O9P	260.0297185	NBSCHQHZLSJFNQ-GASJEMHNSA-N	1S/C6H13O9P/c7-3-2(1-14-16(11,12)13)15-6(10)5(9)4(3)8/h2-10H,1H2,(H2,11,12,13)/t2-,3-,4+,5-,6?/m1/s1	OC1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@H]1O	Glucose 6-phosphate
HMDB00305	C20H30O	286.2296656	FPIPGXGPPPQFEQ-OVSJKPMPSA-N	1S/C20H30O/c1-16(8-6-9-17(2)13-15-21)11-12-19-18(3)10-7-14-20(19,4)5/h6,8-9,11-13,21H,7,10,14-15H2,1-5H3/b9-6+,12-11+,16-8+,17-13+	C\C(=C/CO)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C	Vitamin A
HMDB00905	C10H14N5O6P	331.0681697	KHWCHTKSEGGWEX-RRKCRQDMSA-N	1S/C10H14N5O6P/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5(16)6(21-7)2-20-22(17,18)19/h3-7,16H,1-2H2,(H2,11,12,13)(H2,17,18,19)/t5-,6+,7+/m0/s1	NC1=NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](COP(O)(O)=O)O1	Deoxyadenosine monophosphate
HMDB02802	C21H28O5	360.193674	MFYSYFVPBJMHGN-ZPOLXVRWSA-N	1S/C21H28O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h9,14-15,18,22,26H,3-8,10-11H2,1-2H3/t14-,15-,18+,19-,20-,21-/m0/s1	[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C	Cortisone
HMDB00256	C30H50	410.3912516	YYGNTYWPHWGJRM-FLHYQJCXSA-N	1S/C30H50/c1-25(2)15-11-19-29(7)23-13-21-27(5)17-9-10-18-28(6)22-14-24-30(8)20-12-16-26(3)4/h15-18,23-24H,9-14,19-22H2,1-8H3/b27-17+,28-18+,29-23-,30-24+	CC(C)=CCC\C(C)=C/CC\C(C)=C\CC\C=C(/C)CC\C=C(/C)CCC=C(C)C	Squalene
HMDB00082	C9H16N3O14P3	482.9845118	PCDQPRRSZKQHHS-XVFCMESISA-N	1S/C9H16N3O14P3/c10-5-1-2-12(9(15)11-5)8-7(14)6(13)4(24-8)3-23-28(19,20)26-29(21,22)25-27(16,17)18/h1-2,4,6-8,13-14H,3H2,(H,19,20)(H,21,22)(H2,10,11,15)(H2,16,17,18)/t4-,6-,7-,8-/m1/s1	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O	Cytidine triphosphate
HMDB01008	C33H34N4O6	582.2478348	RCNSAJSGRJSBKK-YKSNQIBWSA-N	1S/C33H34N4O6/c1-7-20-19(6)32(42)37-27(20)14-25-18(5)23(10-12-31(40)41)29(35-25)15-28-22(9-11-30(38)39)17(4)24(34-28)13-26-16(3)21(8-2)33(43)36-26/h7-8,13-15,34-35H,1-2,9-12H2,3-6H3,(H,37,42)(H,38,39)(H,40,41)/b24-13+,27-14-,28-15-	CC1=C(C=C)\C(NC1=O)=C\C1=C(C)C(CCC(O)=O)=C(N1)\C=C1/N\C(=C\C2=NC(=O)C(C=C)=C2C)C(C)=C1CCC(O)=O	Biliverdin
HMDB00248	C15H11I4NO4	776.6866815	XUIIKFGFIJCVMT-LBPRGKRZSA-N	1S/C15H11I4NO4/c16-8-4-7(5-9(17)13(8)21)24-14-10(18)1-6(2-11(14)19)3-12(20)15(22)23/h1-2,4-5,12,21H,3,20H2,(H,22,23)/t12-/m0/s1	N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O	Thyroxine
HMDB33007	C4H10O2	90.06807956	OWBTYPJTUOEWEK-QWWZWVQMSA-N	1S/C4H10O2/c1-3(5)4(2)6/h3-6H,1-2H3/t3-,4-/m1/s1	C[C@@H](O)[C@@H](C)O	(2R,3R)-2,3-Butanediol
HMDB04437	C4H11NO2	105.0789786	ZBCBWPMODOFKDW-UHFFFAOYSA-N	1S/C4H11NO2/c6-3-1-5-2-4-7/h5-7H,1-4H2	OCCNCCO	Diethanolamine
HMDB00535	C6H12O2	116.0837296	FUZZWVXGSFPDMH-UHFFFAOYSA-N	1S/C6H12O2/c1-2-3-4-5-6(7)8/h2-5H2,1H3,(H,7,8)	CCCCCC(O)=O	Caproic acid
HMDB01870	C7H6O2	122.0367794	WPYMKLBDIGXBTP-UHFFFAOYSA-N	1S/C7H6O2/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H,8,9)	OC(=O)C1=CC=CC=C1	Benzoic acid
HMDB00716	C6H11NO2	129.0789786	HXEACLLIILLPRG-YFKPBYRVSA-N	1S/C6H11NO2/c8-6(9)5-3-1-2-4-7-5/h5,7H,1-4H2,(H,8,9)/t5-/m0/s1	OC(=O)[C@@H]1CCCCN1	L-Pipecolic acid
HMDB00622	C5H8O4	132.0422587	UKFXDFUAPNAMPJ-UHFFFAOYSA-N	1S/C5H8O4/c1-2-3(4(6)7)5(8)9/h3H,2H2,1H3,(H,6,7)(H,8,9)	CCC(C(O)=O)C(O)=O	Ethylmalonic acid
HMDB02466	C7H6O3	138.0316941	IJFXRHURBJZNAO-UHFFFAOYSA-N	1S/C7H6O3/c8-6-3-1-2-5(4-6)7(9)10/h1-4,8H,(H,9,10)	OC(=O)C1=CC(O)=CC=C1	3-Hydroxybenzoic acid
HMDB00148	C5H9NO4	147.0531578	WHUUTDBJXJRKMK-VKHMYHEASA-N	1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m0/s1	N[C@@H](CCC(O)=O)C(O)=O	L-Glutamic acid
HMDB02917	C5H12O5	152.0684735	HEBKCHPVOIAQTA-NGQZWQHPSA-N	1S/C5H12O5/c6-1-3(8)5(10)4(9)2-7/h3-10H,1-2H2/t3-,4+,5?	OC[C@H](O)C(O)[C@H](O)CO	D-Xylitol
HMDB00355	C6H10O5	162.0528234	NPOAOTPXWNWTSH-UHFFFAOYSA-N	1S/C6H10O5/c1-6(11,2-4(7)8)3-5(9)10/h11H,2-3H2,1H3,(H,7,8)(H,9,10)	CC(O)(CC(O)=O)CC(O)=O	3-Hydroxymethylglutaric acid
HMDB00216	C8H11NO3	169.0738932	SFLSHLFXELFNJZ-QMMMGPOBSA-N	1S/C8H11NO3/c9-4-8(12)5-1-2-6(10)7(11)3-5/h1-3,8,10-12H,4,9H2/t8-/m0/s1	NC[C@H](O)C1=CC(O)=C(O)C=C1	Norepinephrine
HMDB00812	C6H9NO5	175.0480724	OTCCIMWXFLJLIA-BYPYZUCNSA-N	1S/C6H9NO5/c1-3(8)7-4(6(11)12)2-5(9)10/h4H,2H2,1H3,(H,7,8)(H,9,10)(H,11,12)/t4-/m0/s1	CC(=O)N[C@@H](CC(O)=O)C(O)=O	N-Acetyl-L-aspartic acid
HMDB00660	C6H12O6	180.0633881	RFSUNEUAIZKAJO-ARQDHWQXSA-N	1S/C6H12O6/c7-1-3-4(9)5(10)6(11,2-8)12-3/h3-5,7-11H,1-2H2/t3-,4-,5+,6-/m1/s1	OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O	D-Fructose
HMDB00272	C3H8NO6P	185.0089235	BZQFBWGGLXLEPQ-REOHCLBHSA-N	1S/C3H8NO6P/c4-2(3(5)6)1-10-11(7,8)9/h2H,1,4H2,(H,5,6)(H2,7,8,9)/t2-/m0/s1	N[C@@H](COP(O)(O)=O)C(O)=O	Phosphoserine
HMDB00625	C6H12O7	196.0583027	RGHNJXZEOKUKBD-SQOUGZDYSA-N	1S/C6H12O7/c7-1-2(8)3(9)4(10)5(11)6(12)13/h2-5,7-11H,1H2,(H,12,13)/t2-,3-,4+,5-/m1/s1	OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O	Gluconic acid
HMDB00682	C8H7NO4S	213.0095784	BXFFHSIDQOFMLE-UHFFFAOYSA-N	1S/C8H7NO4S/c10-14(11,12)13-8-5-9-7-4-2-1-3-6(7)8/h1-5,9H,(H,10,11,12)	OS(=O)(=O)OC1=CNC2=CC=CC=C12	Indoxyl sulfate
HMDB00194	C10H16N4O3	240.1222404	MYYIAHXIVFADCU-QMMMGPOBSA-N	1S/C10H16N4O3/c1-14-6-12-5-7(14)4-8(10(16)17)13-9(15)2-3-11/h5-6,8H,2-4,11H2,1H3,(H,13,15)(H,16,17)/t8-/m0/s1	CN1C=NC=C1C[C@H](NC(=O)CCN)C(O)=O	Anserine
HMDB01586	C6H13O9P	260.0297185	HXXFSFRBOHSIMQ-GASJEMHNSA-N	1S/C6H13O9P/c7-1-2-3(8)4(9)5(10)6(14-2)15-16(11,12)13/h2-10H,1H2,(H2,11,12,13)/t2-,3-,4+,5-,6?/m1/s1	OC[C@H]1OC(OP(O)(O)=O)[C@H](O)[C@@H](O)[C@@H]1O	Glucose 1-phosphate
HMDB05765	C11H19N3O6	289.1273854	JCMUOFQHZLPHQP-BQBZGAKWSA-N	1S/C11H19N3O6/c1-2-7(10(18)13-5-9(16)17)14-8(15)4-3-6(12)11(19)20/h6-7H,2-5,12H2,1H3,(H,13,18)(H,14,15)(H,16,17)(H,19,20)/t6-,7-/m0/s1	CC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O	Ophthalmic acid
HMDB00229	C11H15N2O8P	334.056602	DAYLJWODMCOQEW-TURQNECASA-N	1S/C11H15N2O8P/c12-10(16)6-2-1-3-13(4-6)11-9(15)8(14)7(21-11)5-20-22(17,18)19/h1-4,7-9,11,14-15H,5H2,(H3-,12,16,17,18,19)/t7-,8-,9-,11-/m1/s1	NC(=O)C1=CC=C[N+](=C1)[C@@H]1O[C@H](COP(O)([O-])=O)[C@@H](O)[C@H]1O	Nicotinamide ribotide
HMDB00063	C21H30O5	362.2093241	JYGXADMDTFJGBT-CZFMHFDVSA-N	1S/C21H30O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h9,14-16,18,22,24,26H,3-8,10-11H2,1-2H3/t14-,15-,16-,18+,19-,20-,21+/m0/s1	[H][C@@]12CC[C@@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C	Cortisol
HMDB01508	C10H15N5O9P2	411.0345001	DAEAPNUQQAICNR-GFCOJPQKSA-N	1S/C10H15N5O9P2/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5(16)6(23-7)2-22-26(20,21)24-25(17,18)19/h3-7,16H,1-2H2,(H,20,21)(H2,11,12,13)(H2,17,18,19)/t5-,6+,7?/m0/s1	NC1=NC=NC2=C1N=CN2C1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(O)=O)O1	dADP
HMDB00722	C26H45NO5S	483.3018442	QBYUNVOYXHFVKC-LVMSMGIASA-N	1S/C26H45NO5S/c1-17(4-9-24(29)27-14-15-33(30,31)32)21-7-8-22-20-6-5-18-16-19(28)10-12-25(18,2)23(20)11-13-26(21,22)3/h17-23,28H,4-16H2,1-3H3,(H,27,29)(H,30,31,32)/t17-,18?,19-,20?,21?,22?,23?,25+,26-/m1/s1	C[C@H](CCC(=O)NCCS(O)(=O)=O)C1CCC2C3CCC4C[C@H](O)CC[C@]4(C)C3CC[C@]12C	Lithocholyltaurine
HMDB00054	C33H36N4O6	584.2634849	BPYKTIZUTYGOLE-IFADSCNNSA-N	1S/C33H36N4O6/c1-7-20-19(6)32(42)37-27(20)14-25-18(5)23(10-12-31(40)41)29(35-25)15-28-22(9-11-30(38)39)17(4)24(34-28)13-26-16(3)21(8-2)33(43)36-26/h7-8,13-14,34-35H,1-2,9-12,15H2,3-6H3,(H,36,43)(H,37,42)(H,38,39)(H,40,41)/b26-13-,27-14-	CC1=C(C=C)\C(NC1=O)=C\C1=C(C)C(CCC(O)=O)=C(CC2=C(CCC(O)=O)C(C)=C(N2)\C=C2/NC(=O)C(C=C)=C2C)N1	Bilirubin
HMDB01248	C27H33N9O15P2	785.1571345	VWWQXMAJTJZDQX-UYBVJOGSSA-N	1S/C27H33N9O15P2/c1-10-3-12-13(4-11(10)2)35(24-18(32-12)25(42)34-27(43)33-24)5-14(37)19(39)15(38)6-48-52(44,45)51-53(46,47)49-7-16-20(40)21(41)26(50-16)36-9-31-17-22(28)29-8-30-23(17)36/h3-4,8-9,14-16,19-21,26,37-41H,5-7H2,1-2H3,(H,44,45)(H,46,47)(H2,28,29,30)(H,34,42,43)/t14-,15+,16+,19-,20+,21+,26+/m0/s1	CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC3=C1N=CN=C3N)C1=NC(=O)NC(=O)C1=N2	FAD
HMDB00131	C3H8O3	92.04734412	PEDCQBHIVMGVHV-UHFFFAOYSA-N	1S/C3H8O3/c4-1-3(6)2-5/h3-6H,1-2H2	OCC(O)CO	Glycerol
HMDB00139	C3H6O4	106.0266087	RBNPOMFGQQGHHO-UWTATZPHSA-N	1S/C3H6O4/c4-1-2(5)3(6)7/h2,4-5H,1H2,(H,6,7)/t2-/m1/s1	OC[C@@H](O)C(O)=O	Glyceric acid
HMDB02287	C4H7NOS	117.0248345	KIWQWJKWBHZMDT-UHFFFAOYSA-N	1S/C4H7NOS/c5-3-1-2-7-4(3)6/h3H,1-2,5H2	NC1CCSC1=O	Homocysteine thiolactone
HMDB11718	C7H6O2	122.0367794	RGHHSNMVTDWUBI-UHFFFAOYSA-N	1S/C7H6O2/c8-5-6-1-3-7(9)4-2-6/h1-5,9H	OC1=CC=C(C=O)C=C1	4-Hydroxybenzaldehyde
HMDB00634	C5H6O4	130.0266087	HNEGQIOMVPPMNR-IHWYPQMZSA-N	1S/C5H6O4/c1-3(5(8)9)2-4(6)7/h2H,1H3,(H,6,7)(H,8,9)/b3-2-	C\C(=C\C(O)=O)C(O)=O	Citraconic acid
HMDB00661	C5H8O4	132.0422587	JFCQEDHGNNZCLN-UHFFFAOYSA-N	1S/C5H8O4/c6-4(7)2-1-3-5(8)9/h1-3H2,(H,6,7)(H,8,9)	OC(=O)CCCC(O)=O	Glutaric acid
HMDB00301	C6H6N2O2	138.0429274	LOIYMIARKYCTBW-OWOJBTEDSA-N	1S/C6H6N2O2/c9-6(10)2-1-5-3-7-4-8-5/h1-4H,(H,7,8)(H,9,10)/b2-1+	OC(=O)\C=C\C1=CNC=N1	Urocanic acid
HMDB02393	C5H9NO4	147.0531578	HOKKHZGPKSLGJE-GSVOUGTGSA-N	1S/C5H9NO4/c1-6-3(5(9)10)2-4(7)8/h3,6H,2H2,1H3,(H,7,8)(H,9,10)/t3-/m1/s1	CN[C@H](CC(O)=O)C(O)=O	N-Methyl-D-aspartic acid
HMDB00996	C3H7NO4S	153.0095784	WVMUCBHSEHBMKA-REOHCLBHSA-N	1S/C3H7NO4S/c4-2(3(5)6)1-9(7)8/h2,9H,1,4H2,(H,5,6)/t2-/m0/s1	N[C@@H](CS(=O)=O)C(O)=O	3-Sulfinoalanine
HMDB00450	C6H14N2O3	162.1004423	YSMODUONRAFBET-UHNVWZDZSA-N	1S/C6H14N2O3/c7-3-4(9)1-2-5(8)6(10)11/h4-5,9H,1-3,7-8H2,(H,10,11)/t4-,5+/m1/s1	NC[C@H](O)CC[C@H](N)C(O)=O	5-Hydroxylysine
HMDB00239	C8H11NO3	169.0738932	LXNHXLLTXMVWPM-UHFFFAOYSA-N	1S/C8H11NO3/c1-5-8(12)7(4-11)6(3-10)2-9-5/h2,10-12H,3-4H2,1H3	CC1=NC=C(CO)C(CO)=C1O	Pyridoxine
HMDB03157	C5H9N3O4	175.0593058	VVHOUVWJCQOYGG-REOHCLBHSA-N	1S/C5H9N3O4/c6-5(7)8-2(4(11)12)1-3(9)10/h2H,1H2,(H,9,10)(H,11,12)(H4,6,7,8)/t2-/m0/s1	NC(=N)N[C@@H](CC(O)=O)C(O)=O	Guanidinosuccinic acid
HMDB01151	C6H12O6	180.0633881	WQZGKKKJIJFFOK-HOWGCPQDSA-N	1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4-,5-,6?/m0/s1	[H][C@@]1(CO)OC(O)[C@@]([H])(O)[C@@]([H])(O)[C@@]1([H])O	Allose
HMDB01721	C3H8NO6P	185.0089235	BZQFBWGGLXLEPQ-UHFFFAOYSA-N	1S/C3H8NO6P/c4-2(3(5)6)1-10-11(7,8)9/h2H,1,4H2,(H,5,6)(H2,7,8,9)	NC(COP(O)(O)=O)C(O)=O	DL-O-Phosphoserine
HMDB03966	C5H11NO2Se	196.9955004	RJFAYQIBOAGBLC-UHFFFAOYSA-N	1S/C5H11NO2Se/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)	C[Se]CCC(N)C(O)=O	Selenomethionine
HMDB03581	C10H18N2O3	214.1317425	AUTOLBMXDDTRRT-JGVFFNPUSA-N	1S/C10H18N2O3/c1-7-8(12-10(15)11-7)5-3-2-4-6-9(13)14/h7-8H,2-6H2,1H3,(H,13,14)(H2,11,12,15)/t7-,8+/m0/s1	C[C@@H]1NC(=O)N[C@@H]1CCCCCC(O)=O	Dethiobiotin
HMDB00273	C10H14N2O5	242.0902716	IQFYYKKMVGJFEH-XLPZGREQSA-N	1S/C10H14N2O5/c1-5-3-12(10(16)11-9(5)15)8-2-6(14)7(4-13)17-8/h3,6-8,13-14H,2,4H2,1H3,(H,11,15,16)/t6-,7+,8+/m0/s1	CC1=CN([C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)NC1=O	Thymidine
HMDB00235	C12H17N4OS	265.1123069	JZRWCGZRTZMZEH-UHFFFAOYSA-N	1S/C12H17N4OS/c1-8-11(3-4-17)18-7-16(8)6-10-5-14-9(2)15-12(10)13/h5,7,17H,3-4,6H2,1-2H3,(H2,13,14,15)/q+1	CC1=C(CCO)SC=[N+]1CC1=C(N)N=C(C)N=C1	Thiamine
HMDB01173	C11H15N5O3S	297.0895601	WUUGFSXJNOTRMR-IOSLPCCCSA-N	1S/C11H15N5O3S/c1-20-2-5-7(17)8(18)11(19-5)16-4-15-6-9(12)13-3-14-10(6)16/h3-5,7-8,11,17-18H,2H2,1H3,(H2,12,13,14)/t5-,7-,8-,11-/m1/s1	CSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N	5'-Methylthioadenosine
HMDB01085	C20H32O4	336.2300595	VNYSSYRCGWBHLG-AMOLWHMGSA-N	1S/C20H32O4/c1-2-3-4-5-6-9-13-18(21)14-10-7-8-11-15-19(22)16-12-17-20(23)24/h6-11,14-15,18-19,21-22H,2-5,12-13,16-17H2,1H3,(H,23,24)/b8-7+,9-6-,14-10+,15-11-/t18-,19-/m1/s1	CCCCC\C=C/C[C@@H](O)\C=C\C=C\C=C/[C@@H](O)CCCC(O)=O	Leukotriene B4
HMDB01397	C10H14N5O8P	363.057999	RQFCJASXJCIDSX-UUOKFMHZSA-N	1S/C10H14N5O8P/c11-10-13-7-4(8(18)14-10)12-2-15(7)9-6(17)5(16)3(23-9)1-22-24(19,20)21/h2-3,5-6,9,16-17H,1H2,(H2,19,20,21)(H3,11,13,14,18)/t3-,5-,6-,9-/m1/s1	NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]2O)C(=O)N1	Guanosine monophosphate
HMDB01372	C12H19N4O7P2S	425.0449677	AYEKOFBPNLCAJY-UHFFFAOYSA-O	1S/C12H18N4O7P2S/c1-8-11(3-4-22-25(20,21)23-24(17,18)19)26-7-16(8)6-10-5-14-9(2)15-12(10)13/h5,7H,3-4,6H2,1-2H3,(H4-,13,14,15,17,18,19,20,21)/p+1	CC1=C(CCO[P@](O)(=O)OP(O)(O)=O)SC=[N+]1CC1=CN=C(C)N=C1N	Thiamine pyrophosphate
HMDB00285	C9H15N2O15P3	483.9685274	PGAVKCOVUIYSFO-XVFCMESISA-N	1S/C9H15N2O15P3/c12-5-1-2-11(9(15)10-5)8-7(14)6(13)4(24-8)3-23-28(19,20)26-29(21,22)25-27(16,17)18/h1-2,4,6-8,13-14H,3H2,(H,19,20)(H,21,22)(H,10,12,15)(H2,16,17,18)/t4-,6-,7-,8-/m1/s1	O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(=O)OP(O)(=O)OP(O)(O)=O)N1C=CC(=O)NC1=O	Uridine triphosphate
HMDB06557	C16H25N5O15P2	589.0822382	WFPZSXYXPSUOPY-ROYWQJLOSA-N	1S/C16H25N5O15P2/c17-13-7-14(19-3-18-13)21(4-20-7)15-11(26)9(24)6(33-15)2-32-37(28,29)36-38(30,31)35-16-12(27)10(25)8(23)5(1-22)34-16/h3-6,8-12,15-16,22-27H,1-2H2,(H,28,29)(H,30,31)(H2,17,18,19)/t5-,6-,8-,9-,10+,11-,12-,15-,16-/m1/s1	NC1=C2N=CN([C@@H]3O[C@H](CO[P@](O)(=O)O[P@](O)(=O)O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H](O)[C@H]3O)C2=NC=N1	ADP-glucose
HMDB05356	C51H98O6	806.7363409	PVNIQBQSYATKKL-UHFFFAOYSA-N	1S/C51H98O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-49(52)55-46-48(57-51(54)45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)47-56-50(53)44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h48H,4-47H2,1-3H3	CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC	TG(16:0/16:0/16:0)[iso]
HMDB03012	C6H7N	93.05784923	PAYRUJLWNCNPSJ-UHFFFAOYSA-N	1S/C6H7N/c7-6-4-2-1-3-5-6/h1-5H,7H2	NC1=CC=CC=C1	Aniline
